,name,description,price,unique_id
103,nikon d60 digital camera with 18-55mm lens d60outfit,nikon d60 digital camera with 18-55mm lens d60outfit 10.2 megapixel af-s dx nikkor 18-55mm f/3 .5 -5.6 g vr image stabilization lens in-camera image editing and enhanced retouch menu built-in speedlight image optimization 2.5 ' lcd screen product number 25438 black finish,,103
104,polk audio 5.1 channel black home theater speaker system rm705bk,polk audio 5.1 channel black home theater speaker system rm705bk heavy-duty non-resonant composite enclosures downward firing powered 8 ' subwoofer built-in subwoofer power amp with active crossover three-sided cabinet design magnetically shielded black finish,499.95,104
105,sony lcs-twa/b black soft leather carrying case lcstwab,sony lcs-twa/b black soft leather carrying case lcstwab genuine leather construction compatible with cyber-shot w and t series digital cameras integrated belt loop and magnetic closure black finish,,105
106,nintendo ds lite metallic silver portable gaming system ndsusgsvb,nintendo ds lite metallic silver portable gaming system ndsusgsvb dual 3 ' tft color lcd touchscreens slimmer design dual slot compatibility ( ds lite/game boy advance game paks ) twin ultra bright lcd screens up to 19 hours continuous gameplay nintendo wi-fi connection impressive 3d graphics dual stereo speakers metallic silver finish,139.0,106
107,sony dvp-fx820 pink 8 ' portable dvd player dvpfx820p,"sony dvp-fx820 pink 8 ' portable dvd player dvpfx820p swivel & flip screen with dual sensor for remote control control buttons on screen bezel 12 bit video dac with 108 mhz processing removable , rechargeable battery & car adapter included pink finish",,107
108,canon powershot silver digital camera sx110is,canon powershot sx110 is silver digital camera sx110is 9.0 megapixel 10x optical zoom lens with optical image stabilizer technology 3.0 ' lcd display digic iii image processor face detection motion detection 20 shooting modes including 8 special scene modes red-eye correction automatic iso settings print-share button power by aa batteries for convenient silver finish,,108
109,panasonic network camera white finish blc1a,panasonic network camera blc1a automatic network configuration built-in calendar timer auto time adjustment with ntp up to 10x digital zoom multi-language interface white finish,99.0,109
110,speck seethru green hard shell case for 15 ' macbook mb15grnseev2,speck seethru green hard shell case for 15 ' macbook mb15grnseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support green finish,,110
111,canon vixia 120gb high definition hard disc drive black camcorder hg21,canon vixia 120gb high definition hard disc drive black camcorder hg21 1920 x 1080 full hd recording record hd video directly to sdhc memory cards genuine canon 12x hd video lens 3.3 megapixel hd cmos image sensor digic dv ii image processor superrange optical image stabilization instant af 24mbps recording 24p cinema mode 30p progressive mode 2.7 ' multi-angle vivid widescreen lcd 3.1 megapixel photos microphone terminal with manual audio level control black finish,,111
112,canon magenta photo ink cartridge magenta cli8pm,canon magenta photo ink cartridge cli8pm compatible with the pixma ip6600d printer,16.0,112
113,weber genesis s-310 natural gas stainless steel outdoor grill 3870001,"weber genesis s-310 natural gas stainless steel outdoor grill 3870001 3 stainless steel burners 42,000 btu-per-hour input electronic crossover ignition system center mounted thermometer cast aluminum end caps 2 heavy duty front locking casters stainless steel finish assembly required",919.0,113
114,omnimount moda 2 shelf wall furniture mwfs,omnimount moda 2 shelf wall furniture mwfs modular design integrated cable management tempered glass shelves,299.0,114
115,sharp over the counter microwave oven r1214ss,sharp over the counter microwave oven r1214ss 1.5 cubic foot capacity 1100 watts 24 automatic settings 2-color lighted lcd smart and easy sensor settings auto-touch control panel stainless steel finish,429.0,115
116,panasonic silver dect 6.0 cordless telephone kxtg1033s,panasonic kx-tg1033s silver dect 6.0 cordless telephone kxtg1033s dect 6.0 technology light up indicator 16-minute all-digital answering system silver finish,,116
117,nikon d60 digital camera with 18-55mm lens d60outfit,nikon d60 digital camera with 18-55mm lens d60outfit 10.2 megapixel af-s dx nikkor 18-55mm f/3 .5 -5.6 g vr image stabilization lens in-camera image editing and enhanced retouch menu built-in speedlight image optimization 2.5 ' lcd screen product number 25438 black finish,,117
118,sony 40gb high definition hard disk drive handycam camcorder hdrsr10,sony 40gb high definition hard disk drive handycam camcorder hdrsr10 1920 x 1080 recording face detection 2.3 megapixel clearvid cmos sensor bionz image processor exmor imaging sensor 15x optical/180x digital zoom 2.7 ' wide ( 16:9 ) hybrid touch panel clear photo lcd plus display dolby digital 5.1 ch recording dynamic range optimizer super nightshot infrared system x.v. color technology,,118
119,canon black 21.1 megapixel eos digital slr camera body eos5dmarkiibody,canon black 21.1 megapixel eos digital slr camera body eos5dmarkiibody 21.1 megapixel 3.0 ' clear view lcd monitor hd video shooting digic 4 image processor live view mode self cleaning sensor unit dust delete data detection anti-reflective and scratch-resistant coatings lens not included black finish,2699.0,119
120,canon cyan ink tank cyan cli8c,"canon cyan ink tank cli8c compatible with the pixma ip4200 , ip5200 , ip5200r , ip6600d , mp500 , mp800 printers",16.0,120
121,onkyo 7.1 channel home theater black receiver txsr876b,"onkyo 7.1 channel home theater black receiver txsr876b 140w x 7 hdmi v1 .3 thx ultra2 plus certification all discrete circuitry optimum gain volume audyssey dynamic eq dolby digital plus , dolby truehd , dts-hd master audio decoder hdmi deep color capable ( 36bit ) 1080p upscaling via hdmi analog to hdmi upconversion permanent memory storage back-lit remote black finish",,121
122,sony vaio z series black notebook computer vgnz591ub,sony vaio z series black notebook computer vgnz591ub 2.53 ghz intel core 2 duo p9500 processor with intel centrino 2 processor technology 13.1 ' xbrite-duraview technology widescreen lcd display 4gb ram 320gb serial ata hard drive blu-ray disc optical drive built-in wireless-n technology built-in motion eye camera and microphone lightweight 3.4 lbs with battery multi-media sd card and memory stick pro slots energy star 4.0 qualified genuine microsoft windows vista ultimate black finish,,122
123,canon pink 8.0 megapixel powershot digital camera sd1100isp,canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,178.0,123
124,canon battery charger 1133b001,canon battery charger 1133b001 compatible with canon nb-5l lithium battery black finish,,124
125,sony dvd recorder in black rdrgx360,sony dvd recorder in black rdrgx360 1080p/1080i/720p upscaling for dvd usb one touch dubbing line input recording bravia sync dvd + r double layer recording dolby digital decoding playback compatible black finish,179.0,125
126,onkyo black stereo receiver tx8255,onkyo black stereo receiver tx8255 50w per channel discrete output stage multiroom connection direct access tuning automatic/manual tuning black finish,,126
127,toshiba black dvd recorder with 1080p upconversion dr410,toshiba black dvd recorder with 1080p upconversion dr410 video upconversion up to 1080p one touch recording multi-format recording and playback auto finalize with undo regza link camcorder controls black finish,,127
128,samsung black blu-ray disc player bdp2500,"samsung black blu-ray disc player bdp2500 full hd 1080p bd live 2.0 ready netflix instant streaming ready ethernet and usb for firmware upgrades dolby digital plus , dolby digital true-hd dts-hd upgradable hdmi-cec ( anynet + ) usb 2.0 black finish",,128
129,canon deluxe black digital camera case 2595b002,canon deluxe black digital camera case 2595b002 soft nylon case flip-down cover belt loop attachment for hands-free convenience compatible with canon powershot a series black finish,13.99,129
130,panasonic viera 37 ' 1080p lcd hdtv in black tc37lz85,panasonic viera 37 ' 1080p lcd hdtv in black tc37lz85 ips alpha 1080p high-definition lcd panel 10000:1 contrast ratio 178 ° wide viewing angle 6.7 ms response intelligent scene controller built-in sd card slot 3 hdmi inputs and viera link hdavi control surround sound black finish,,130
131,nikon sb-900 af speedlight in black sb900,nikon af speedlight in black sb900 wireless commander mode control up to three remote 3 light distribution patterns flash tube overheat protection drip-proof mounting foot cover ( water guard ) color gel filter identification black finish,499.0,131
132,sony red cyber-shot digital camera dscw150r,sony dscw150 red cyber-shot digital camera dscw150r 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,,132
133,sony 26 ' bravia m-series black lcd flat panel hdtv kdl26m4000,"sony 26 ' bravia m-series black lcd flat panel hdtv kdl26m4000 1366 x 768p resolution advanced contrast enhancer circuit ( ace ) bravia engine fully digital video processor atsc/ntsc tuner with qam 9,000:1 dynamic contrast ratio 3d comb filter black finish",,133
134,speck seethru aqua hard shell case for 13 ' macbook mb13aquseev2,speck seethru aqua hard shell case for 13 ' macbook mb13aquseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support aqua finish,,134
135,pioneer premier in-dash cd/wma/mp3 / aac receiver dehp400ub,pioneer premier in-dash cd/wma/mp3 / aac receiver dehp400ub 50w x 4 built-in speaker power 3 rca hi-volt preouts two-way crossover supertuner iiid aux-in connection rotary commander volume control,183.0,135
136,canon eos rebel xs black digital slr camera xsreb1855b,canon eos rebel xs black digital slr camera xsreb1855b 10.1 megapixel cmos sensor digic iii image processor auto lighting optimizer 7-point af with center cross-type sensors 3.0 fps continuous shooting 2.5 ' tft lcd monitor eos integrated cleaning system dust delete data detection black finish,,136
137,lg 30 ' stainless steel freestanding gas range lrg30357ss,lg 30 ' stainless steel freestanding gas range lrg30357ss 5.0 cu . ft. capacity oven superboil burner 5 burner system smoothtouch controls warming drawer electronic ignition system one piece recessed cooktop self-cleaning oven stainless steel finish,,137
138,sirius sportster 4 with car kit sp4tk1,sirius sportster 4 with car kit sp4tk1 replays 44 minutes of content large easy-to-read 6-line display 30 channel presets game alerts and game zone features one touch jump,,138
139,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,,139
